tx_id	gene_id	index
ENST00000413308	ENSG00000229000	102928
ENST00000423096	ENSG00000238150	102929
ENST00000595160	ENSG00000269877	102930
ENST00000362161	ENSG00000199031	102931
ENST00000362225	ENSG00000199095	102932
ENST00000362273	ENSG00000199143	102933
ENST00000597420	ENSG00000269564	102934
ENST00000535162	ENSG00000142405	102936
ENST00000455835	ENSG00000228323	102944
ENST00000422045	ENSG00000232324	102945
ENST00000336967	ENSG00000179820	102947
ENST00000413496	ENSG00000232220	102955
ENST00000263431	ENSG00000126583	102960
ENST00000391767	ENSG00000105605	102964
ENST00000270458	ENSG00000142408	102967
ENST00000401179	ENSG00000215998	102968
ENST00000252729	ENSG00000130433	102969
ENST00000338372	ENSG00000189068	102973
ENST00000432826	ENSG00000248385	102979
ENST00000284648	ENSG00000170909	102985
ENST00000391764	ENSG00000170906	102994
ENST00000391759	ENSG00000105619	102999
ENST00000321030	ENSG00000105618	103005
ENST00000452097	ENSG00000237017	103014
ENST00000221232	ENSG00000088038	103015
ENST00000222224	ENSG00000105617	103025
ENST00000376591	ENSG00000167608	103031
ENST00000431666	ENSG00000125505	103038
ENST00000429671	ENSG00000170892	103055
ENST00000594382	ENSG00000268816	103059
ENST00000426213	ENSG00000223660	103060
ENST00000302907	ENSG00000170889	103061
ENST00000413723	ENSG00000224579	103073
ENST00000440558	ENSG00000244482	103077
ENST00000407860	ENSG00000204577	103080
ENST00000601161	ENSG00000269524	103089
ENST00000450182	ENSG00000235081	103090
ENST00000506567	ENSG00000249189	103095
ENST00000595133	ENSG00000268164	103096
ENST00000316219	ENSG00000105609	103097
ENST00000391012	ENSG00000212314	103103
ENST00000454504	ENSG00000240042	103104
ENST00000416320	ENSG00000240296	103105
ENST00000391748	ENSG00000131042	103106
ENST00000579672	ENSG00000264703	103114
ENST00000417373	ENSG00000240197	103115
ENST00000391745	ENSG00000170866	103118
ENST00000514037	ENSG00000251431	103119
ENST00000426257	ENSG00000234436	103120
ENST00000301219	ENSG00000187116	103121
ENST00000507363	ENSG00000248166	103124
ENST00000505115	ENSG00000249654	103129
ENST00000515672	ENSG00000250507	103130
ENST00000291759	ENSG00000239961	103131
ENST00000596234	ENSG00000268802	103134
ENST00000391743	ENSG00000167613	103135
ENST00000450173	ENSG00000237955	103159
ENST00000301194	ENSG00000167614	103161
ENST00000457113	ENSG00000227407	103175
ENST00000596631	ENSG00000268496	103177
ENST00000597355	ENSG00000269873	103180
ENST00000599382	ENSG00000267838	103181
ENST00000429922	ENSG00000226696	103182
ENST00000445491	ENSG00000235681	103184
ENST00000326764	ENSG00000167615	103186
ENST00000333834	ENSG00000182909	103195
ENST00000301200	ENSG00000167617	103196
ENST00000412608	ENSG00000167618	103198
ENST00000391727	ENSG00000213016	103201
ENST00000335056	ENSG00000104970	103207
ENST00000433549	ENSG00000235181	103210
ENST00000251377	ENSG00000239998	103213
ENST00000396321	ENSG00000104972	103217
ENST00000596330	ENSG00000269271	103221
ENST00000453777	ENSG00000104974	103226
ENST00000432400	ENSG00000238094	103227
ENST00000578908	ENSG00000264799	103229
ENST00000456337	ENSG00000224730	103243
ENST00000486595	ENSG00000242856	103245
ENST00000429259	ENSG00000237323	103246
ENST00000391736	ENSG00000186818	103247
ENST00000441512	ENSG00000225370	103256
ENST00000444199	ENSG00000186152	103257
ENST00000412970	ENSG00000228790	103258
ENST00000583865	ENSG00000266427	103259
ENST00000413439	ENSG00000170858	103260
ENST00000402254	ENSG00000167633	103262
ENST00000291860	ENSG00000242019	103265
ENST00000400864	ENSG00000215765	103266
ENST00000396284	ENSG00000189013	103267
ENST00000434419	ENSG00000243772	103269
ENST00000415311	ENSG00000242473	103270
ENST00000336077	ENSG00000125498	103271
ENST00000580853	ENSG00000264257	103273
ENST00000339924	ENSG00000221957	103285
ENST00000326321	ENSG00000240403	103287
ENST00000362438	ENSG00000199308	103289
ENST00000355524	ENSG00000186431	103294
ENST00000594721	ENSG00000268734	103303
ENST00000594765	ENSG00000189430	103309
ENST00000588756	ENSG00000167634	103317
ENST00000591771	ENSG00000267502	103324
ENST00000543010	ENSG00000022556	103328
ENST00000466725	ENSG00000243494	103339
ENST00000593060	ENSG00000267265	103346
ENST00000417454	ENSG00000088053	103348
ENST00000585492	ENSG00000267149	103352
ENST00000396247	ENSG00000160439	103361
ENST00000586329	ENSG00000131037	103377
ENST00000263433	ENSG00000125503	103396
ENST00000587647	ENSG00000267507	103406
ENST00000588981	ENSG00000105048	103411
ENST00000344887	ENSG00000129991	103426
ENST00000587871	ENSG00000267110	103431
ENST00000391720	ENSG00000167646	103438
ENST00000591665	ENSG00000267577	103442
ENST00000459370	ENSG00000239137	103452
ENST00000354308	ENSG00000129990	103454
ENST00000376350	ENSG00000080031	103464
ENST00000585911	ENSG00000267649	103471
ENST00000327042	ENSG00000180089	103474
ENST00000598855	ENSG00000269808	103477
ENST00000412770	ENSG00000105063	103479
ENST00000581390	ENSG00000266462	103481
ENST00000255631	ENSG00000133265	103487
ENST00000590333	ENSG00000160469	103497
ENST00000596786	ENSG00000268729	103505
ENST00000326652	ENSG00000180061	103506
ENST00000255613	ENSG00000133247	103515
ENST00000539076	ENSG00000267531	103518
ENST00000588572	ENSG00000160471	103526
ENST00000591954	ENSG00000267706	103533
ENST00000424985	ENSG00000180043	103538
ENST00000264563	ENSG00000095752	103539
ENST00000291934	ENSG00000160472	103543
ENST00000595064	ENSG00000269275	103544
ENST00000444469	ENSG00000233493	103545
ENST00000560055	ENSG00000108107	103551
ENST00000589101	ENSG00000267093	103558
ENST00000264552	ENSG00000108106	103559
ENST00000376325	ENSG00000187902	103563
ENST00000438389	ENSG00000063241	103565
ENST00000596646	ENSG00000269859	103573
ENST00000598519	ENSG00000197483	103574
ENST00000205194	ENSG00000090971	103577
ENST00000389623	ENSG00000179954	103585
ENST00000413299	ENSG00000187550	103587
ENST00000420723	ENSG00000231274	103589
ENST00000589396	ENSG00000267730	103591
ENST00000325421	ENSG00000218891	103592
ENST00000590714	ENSG00000179943	103595
ENST00000301073	ENSG00000171443	103600
ENST00000568956	ENSG00000261221	103602
ENST00000325351	ENSG00000179922	103603
ENST00000592881	ENSG00000213015	103605
ENST00000587252	ENSG00000171425	103606
ENST00000592996	ENSG00000173581	103610
ENST00000450554	ENSG00000063244	103624
ENST00000589456	ENSG00000267523	103630
ENST00000592252	ENSG00000267096	103634
ENST00000270460	ENSG00000063245	103635
ENST00000390145	ENSG00000211571	103639
ENST00000585559	ENSG00000267117	103642
ENST00000587937	ENSG00000267183	103643
ENST00000589698	ENSG00000267018	103644
ENST00000366135	ENSG00000203305	103645
ENST00000590920	ENSG00000267689	103646
ENST00000596381	ENSG00000268593	103648
ENST00000332836	ENSG00000185792	103650
ENST00000596293	ENSG00000267865	103651
ENST00000597680	ENSG00000269574	103652
ENST00000410592	ENSG00000222524	103654
ENST00000434937	ENSG00000223638	103655
ENST00000341750	ENSG00000229292	103656
ENST00000530883	ENSG00000255238	103657
ENST00000443188	ENSG00000179873	103662
ENST00000346986	ENSG00000160505	103667
ENST00000588751	ENSG00000173572	103671
ENST00000291971	ENSG00000179709	103673
ENST00000390649	ENSG00000171487	103675
ENST00000587218	ENSG00000267522	103677
ENST00000270459	ENSG00000142409	103678
ENST00000411128	ENSG00000223060	103681
ENST00000337080	ENSG00000167685	103684
ENST00000376271	ENSG00000204533	103692
ENST00000357330	ENSG00000197487	103695
ENST00000586855	ENSG00000197213	103698
ENST00000534327	ENSG00000204532	103702
ENST00000474329	ENSG00000242411	103704
ENST00000587340	ENSG00000131848	103707
ENST00000600684	ENSG00000267908	103716
ENST00000588026	ENSG00000267710	103725
ENST00000591936	ENSG00000267298	103732
ENST00000587004	ENSG00000267549	103733
ENST00000363776	ENSG00000200646	103736
ENST00000391712	ENSG00000213014	103737
ENST00000587908	ENSG00000266907	103738
ENST00000592968	ENSG00000267145	103739
ENST00000589958	ENSG00000266932	103740
ENST00000593258	ENSG00000267429	103741
ENST00000591630	ENSG00000267606	103742
ENST00000495307	ENSG00000240225	103751
ENST00000589143	ENSG00000018869	103757
ENST00000591836	ENSG00000267776	103758
ENST00000590141	ENSG00000267459	103759
ENST00000590111	ENSG00000267781	103764
ENST00000589671	ENSG00000267192	103765
ENST00000589888	ENSG00000267454	103768
ENST00000580957	ENSG00000266631	103772
ENST00000333201	ENSG00000198440	103777
ENST00000292069	ENSG00000198046	103783
ENST00000588158	ENSG00000166770	103795
ENST00000308031	ENSG00000196263	103799
ENST00000592125	ENSG00000267224	103803
ENST00000590613	ENSG00000267421	103807
ENST00000301318	ENSG00000196867	103809
ENST00000596587	ENSG00000269696	103813
ENST00000601902	ENSG00000197016	103817
ENST00000594237	ENSG00000268847	103821
ENST00000328070	ENSG00000197951	103823
ENST00000600036	ENSG00000268036	103825
ENST00000598409	ENSG00000268182	103826
ENST00000537055	ENSG00000127903	103828
ENST00000599726	ENSG00000268352	103830
ENST00000602145	ENSG00000268568	103831
ENST00000594400	ENSG00000269793	103834
ENST00000580221	ENSG00000265070	103835
ENST00000595968	ENSG00000268067	103836
ENST00000391708	ENSG00000269699	103840
ENST00000596823	ENSG00000268407	103847
ENST00000423103	ENSG00000198300	103848
ENST00000599641	ENSG00000268654	103860
ENST00000593294	ENSG00000269786	103862
ENST00000595306	ENSG00000268483	103863
ENST00000254181	ENSG00000131864	103865
ENST00000516874	ENSG00000252683	103868
ENST00000269834	ENSG00000141946	103869
ENST00000604851	ENSG00000270293	103870
ENST00000604182	ENSG00000270790	103871
ENST00000554048	ENSG00000258873	103872
ENST00000594883	ENSG00000268379	103873
ENST00000263095	ENSG00000083844	103874
ENST00000448930	ENSG00000105146	103881
ENST00000535550	ENSG00000204524	103888
ENST00000600047	ENSG00000268713	103891
ENST00000601567	ENSG00000267871	103892
ENST00000360338	ENSG00000197714	103895
ENST00000593427	ENSG00000268205	103897
ENST00000596280	ENSG00000268723	103898
ENST00000321545	ENSG00000178229	103899
ENST00000597973	ENSG00000268678	103900
ENST00000391705	ENSG00000131845	103901
ENST00000543226	ENSG00000256060	103906
ENST00000282282	ENSG00000152433	103907
ENST00000597658	ENSG00000268133	103908
ENST00000366197	ENSG00000188785	103912
ENST00000596400	ENSG00000269533	103922
ENST00000597410	ENSG00000268533	103926
ENST00000307658	ENSG00000186272	103929
ENST00000334181	ENSG00000186230	103935
ENST00000596831	ENSG00000268163	103939
ENST00000321039	ENSG00000178201	103940
ENST00000601784	ENSG00000268545	103943
ENST00000600175	ENSG00000197128	103944
ENST00000595422	ENSG00000268266	103951
ENST00000426954	ENSG00000105136	103953
ENST00000601674	ENSG00000268107	103959
ENST00000599847	ENSG00000152439	103974
ENST00000602149	ENSG00000121406	103981
ENST00000601415	ENSG00000251369	103982
ENST00000196489	ENSG00000083817	103990
ENST00000536878	ENSG00000171649	103993
ENST00000597864	ENSG00000183647	104002
ENST00000396161	ENSG00000213762	104006
ENST00000599190	ENSG00000268392	104008
ENST00000407202	ENSG00000121417	104010
ENST00000598702	ENSG00000269097	104023
ENST00000318203	ENSG00000180532	104024
ENST00000596085	ENSG00000204519	104029
ENST00000594684	ENSG00000269026	104031
ENST00000597520	ENSG00000268948	104032
ENST00000512439	ENSG00000179909	104033
ENST00000317398	ENSG00000083814	104037
ENST00000582304	ENSG00000264453	104043
ENST00000317178	ENSG00000152443	104044
ENST00000599802	ENSG00000083828	104053
ENST00000594473	ENSG00000178935	104055
ENST00000596498	ENSG00000268750	104061
ENST00000316462	ENSG00000269343	104063
ENST00000594588	ENSG00000269304	104066
ENST00000339656	ENSG00000198466	104071
ENST00000597342	ENSG00000204514	104075
ENST00000597780	ENSG00000269867	104085
ENST00000604665	ENSG00000270804	104086
ENST00000602124	ENSG00000269476	104092
ENST00000594396	ENSG00000173480	104093
ENST00000396147	ENSG00000196724	104102
ENST00000282308	ENSG00000152454	104112
ENST00000462726	ENSG00000243234	104114
ENST00000314391	ENSG00000177025	104115
ENST00000341164	ENSG00000166704	104116
ENST00000550135	ENSG00000176593	104126
ENST00000442399	ENSG00000235974	104132
ENST00000282326	ENSG00000152467	104134
ENST00000597330	ENSG00000268660	104136
ENST00000605144	ENSG00000270837	104137
ENST00000401053	ENSG00000176293	104139
ENST00000469492	ENSG00000243642	104145
ENST00000600404	ENSG00000121413	104152
ENST00000601887	ENSG00000181894	104167
ENST00000600438	ENSG00000268293	104168
ENST00000597885	ENSG00000269236	104169
ENST00000326804	ENSG00000171606	104171
ENST00000492022	ENSG00000213013	104186
ENST00000596836	ENSG00000268866	104187
ENST00000600029	ENSG00000269545	104206
ENST00000595981	ENSG00000198131	104207
ENST00000597230	ENSG00000268516	104210
ENST00000595301	ENSG00000268201	104211
ENST00000196548	ENSG00000083842	104212
ENST00000608843	ENSG00000273439	104213
ENST00000591325	ENSG00000267216	104214
ENST00000413518	ENSG00000142396	104215
ENST00000577668	ENSG00000264333	104223
ENST00000594522	ENSG00000269794	104224
ENST00000329665	ENSG00000182318	104225
ENST00000263100	ENSG00000121410	104227
ENST00000594950	ENSG00000268895	104231
ENST00000599109	ENSG00000268230	104237
ENST00000311044	ENSG00000174586	104241
ENST00000599952	ENSG00000268049	104244
ENST00000599889	ENSG00000269054	104245
ENST00000516402	ENSG00000252211	104246
ENST00000597582	ENSG00000152475	104248
ENST00000601521	ENSG00000083845	104249
ENST00000582477	ENSG00000266640	104251
ENST00000601382	ENSG00000269855	104259
ENST00000596379	ENSG00000268307	104260
ENST00000593393	ENSG00000232098	104263
ENST00000306910	ENSG00000171574	104267
ENST00000596296	ENSG00000268543	104274
ENST00000594816	ENSG00000268912	104275
ENST00000254166	ENSG00000131849	104276
ENST00000595059	ENSG00000269473	104278
ENST00000336614	ENSG00000249471	104279
ENST00000536459	ENSG00000083812	104286
ENST00000596341	ENSG00000083838	104290
ENST00000598051	ENSG00000269106	104292
ENST00000516525	ENSG00000252334	104299
ENST00000579576	ENSG00000265272	104300
ENST00000263093	ENSG00000083807	104303
ENST00000600130	ENSG00000119574	104311
ENST00000579267	ENSG00000264910	104313
ENST00000253024	ENSG00000130726	104316
ENST00000312547	ENSG00000130724	104332
ENST00000253023	ENSG00000130725	104337
ENST00000600534	ENSG00000267858	104344
ENST00000215057	ENSG00000099326	104347
ENST00000487264	ENSG00000213753	104354
ENST00000596579	ENSG00000268784	104357
ENST00000597341	ENSG00000269032	104358
ENST00000596029	ENSG00000269600	104362
ENST00000327669	ENSG00000184731	104365
ENST00000437798	ENSG00000227061	104368
ENST00000403658	ENSG00000035115	104377
ENST00000272067	ENSG00000143727	104399
ENST00000403610	ENSG00000189292	104411
ENST00000427831	ENSG00000228643	104419
ENST00000586311	ENSG00000235779	104434
ENST00000436808	ENSG00000233684	104450
ENST00000431911	ENSG00000236856	104451
ENST00000449621	ENSG00000226277	104453
ENST00000427398	ENSG00000223985	104454
ENST00000454477	ENSG00000225942	104455
ENST00000444079	ENSG00000233633	104456
ENST00000281017	ENSG00000151353	104457
ENST00000435573	ENSG00000233296	104466
ENST00000439196	ENSG00000233970	104467
ENST00000433724	ENSG00000227713	104468
ENST00000606068	ENSG00000272342	104470
ENST00000431542	ENSG00000231173	104471
ENST00000425850	ENSG00000223751	104472
ENST00000414556	ENSG00000237667	104473
ENST00000445279	ENSG00000228799	104475
ENST00000427019	ENSG00000234796	104477
ENST00000456949	ENSG00000235688	104478
ENST00000308624	ENSG00000172554	104481
ENST00000437132	ENSG00000235403	104483
ENST00000428335	ENSG00000236665	104485
ENST00000457467	ENSG00000233553	104492
ENST00000337415	ENSG00000115705	104496
ENST00000438247	ENSG00000228613	104511
ENST00000419028	ENSG00000231482	104512
ENST00000366424	ENSG00000203635	104513
ENST00000252804	ENSG00000130508	104514
ENST00000399161	ENSG00000186487	104528
ENST00000426976	ENSG00000232057	104533
ENST00000422175	ENSG00000225619	104542
ENST00000414065	ENSG00000234929	104544
ENST00000457813	ENSG00000227364	104545
ENST00000452701	ENSG00000237720	104546
ENST00000437610	ENSG00000228391	104547
ENST00000457478	ENSG00000234423	104548
ENST00000584133	ENSG00000263570	104549
ENST00000459409	ENSG00000238722	104550
ENST00000419347	ENSG00000236760	104552
ENST00000454530	ENSG00000226649	104553
ENST00000382125	ENSG00000032389	104556
ENST00000454977	ENSG00000224885	104568
ENST00000382110	ENSG00000171853	104569
ENST00000453806	ENSG00000225234	104592
ENST00000607415	ENSG00000271868	104593
ENST00000327435	ENSG00000182551	104594
ENST00000450917	ENSG00000235078	104597
ENST00000422961	ENSG00000242282	104598
ENST00000438485	ENSG00000255767	104600
ENST00000315212	ENSG00000171865	104605
ENST00000438436	ENSG00000234171	104608
ENST00000304921	ENSG00000171863	104610
ENST00000516722	ENSG00000252531	104619
LRG_350t1	LRG_350	104620
ENST00000382062	ENSG00000118004	104624
ENST00000456450	ENSG00000237370	104630
ENST00000335179	ENSG00000188765	104635
ENST00000252505	ENSG00000151360	104637
ENST00000436626	ENSG00000232718	104638
ENST00000441632	ENSG00000224661	104641
ENST00000423741	ENSG00000214866	104642
ENST00000451101	ENSG00000227363	104645
ENST00000454455	ENSG00000237401	104646
ENST00000578464	ENSG00000264071	104657
ENST00000442831	ENSG00000229550	104658
ENST00000401141	ENSG00000215960	104659
ENST00000436002	ENSG00000231821	104660
ENST00000412134	ENSG00000231532	104661
ENST00000516429	ENSG00000252238	104664
ENST00000384463	ENSG00000207192	104665
ENST00000436316	ENSG00000228585	104666
ENST00000425763	ENSG00000232835	104667
ENST00000458264	ENSG00000224128	104668
ENST00000453678	ENSG00000230090	104669
ENST00000322002	ENSG00000176887	104671
ENST00000455579	ENSG00000242540	104672
ENST00000413960	ENSG00000236106	104673
ENST00000450397	ENSG00000237266	104674
ENST00000431188	ENSG00000232044	104676
ENST00000391666	ENSG00000272268	104677
ENST00000425125	ENSG00000234275	104681
ENST00000448901	ENSG00000227007	104682
ENST00000454229	ENSG00000231610	104683
ENST00000436082	ENSG00000226488	104684
ENST00000586893	ENSG00000236172	104687
ENST00000382045	ENSG00000205837	104742
ENST00000414795	ENSG00000225964	104744
ENST00000458098	ENSG00000134326	104745
ENST00000442639	ENSG00000134321	104753
ENST00000607613	ENSG00000271947	104758
ENST00000418970	ENSG00000228203	104759
ENST00000320892	ENSG00000151692	104764
ENST00000415520	ENSG00000223884	104771
ENST00000411213	ENSG00000223145	104773
ENST00000606959	ENSG00000272002	104774
ENST00000443549	ENSG00000213774	104775
ENST00000435062	ENSG00000229727	104777
ENST00000408328	ENSG00000221255	104782
ENST00000414654	ENSG00000230515	104783
ENST00000417930	ENSG00000235576	104784
ENST00000430932	ENSG00000232979	104785
ENST00000433998	ENSG00000229405	104786
ENST00000416534	ENSG00000226506	104787
ENST00000456681	ENSG00000235665	104790
ENST00000430192	ENSG00000236790	104791
ENST00000442864	ENSG00000229740	104793
ENST00000418358	ENSG00000231435	104796
ENST00000454224	ENSG00000236008	104797
ENST00000425678	ENSG00000231083	104799
ENST00000425442	ENSG00000225642	104800
ENST00000412712	ENSG00000235092	104801
ENST00000234091	ENSG00000115738	104808
ENST00000569008	ENSG00000260837	104812
ENST00000256707	ENSG00000134313	104815
ENST00000305997	ENSG00000143797	104827
ENST00000459489	ENSG00000238888	104837
ENST00000468402	ENSG00000230886	104838
ENST00000424262	ENSG00000223640	104839
ENST00000495580	ENSG00000242136	104840
ENST00000565044	ENSG00000261104	104842
ENST00000492300	ENSG00000244310	104843
ENST00000474561	ENSG00000240980	104844
ENST00000315273	ENSG00000151693	104846
ENST00000487533	ENSG00000213772	104847
ENST00000360635	ENSG00000119185	104851
ENST00000238112	ENSG00000119203	104872
ENST00000481367	ENSG00000134330	104883
ENST00000310823	ENSG00000151694	104893
ENST00000480764	ENSG00000239300	104894
ENST00000459017	ENSG00000238462	104898
ENST00000607241	ENSG00000271855	104899
ENST00000238081	ENSG00000134308	104901
ENST00000384358	ENSG00000207086	104904
ENST00000478468	ENSG00000240687	104906
ENST00000483023	ENSG00000244260	104907
ENST00000363164	ENSG00000200034	104908
ENST00000496833	ENSG00000240960	104909
ENST00000474667	ENSG00000243491	104910
ENST00000263663	ENSG00000115750	104911
ENST00000602458	ENSG00000269973	104922
ENST00000405379	ENSG00000134317	104923
ENST00000340444	ENSG00000188525	104932
ENST00000566840	ENSG00000260476	104933
ENST00000567540	ENSG00000260077	104934
ENST00000305883	ENSG00000172059	104936
ENST00000607181	ENSG00000271787	104941
ENST00000381813	ENSG00000205795	104942
ENST00000425235	ENSG00000233502	104944
ENST00000391256	ENSG00000212558	104945
ENST00000607140	ENSG00000272524	104946
ENST00000360566	ENSG00000171848	104947
ENST00000381786	ENSG00000163009	104957
ENST00000383920	ENSG00000206647	104958
ENST00000580325	ENSG00000265418	104959
ENST00000582099	ENSG00000264030	104960
ENST00000384171	ENSG00000206898	104961
ENST00000307845	ENSG00000115756	104963
ENST00000234111	ENSG00000115758	104967
ENST00000383906	ENSG00000206633	104971
ENST00000553181	ENSG00000257135	104972
ENST00000404616	ENSG00000217258	104974
ENST00000345985	ENSG00000115761	104975
ENST00000414538	ENSG00000234818	104979
ENST00000607781	ENSG00000243819	104982
ENST00000452909	ENSG00000236162	104984
ENST00000381661	ENSG00000143882	104986
ENST00000459479	ENSG00000239053	104987
ENST00000606907	ENSG00000272275	104988
ENST00000404824	ENSG00000143870	104992
ENST00000458792	ENSG00000238962	104996
ENST00000418835	ENSG00000232056	104998
ENST00000603846	ENSG00000270488	104999
ENST00000607419	ENSG00000271952	105000
ENST00000295082	ENSG00000162975	105001
ENST00000417697	ENSG00000145063	105002
ENST00000437876	ENSG00000226080	105004
ENST00000405022	ENSG00000150873	105011
ENST00000295083	ENSG00000162976	105013
ENST00000315872	ENSG00000134318	105022
ENST00000384537	ENSG00000207267	105029
ENST00000456674	ENSG00000230154	105031
ENST00000545442	ENSG00000226961	105033
ENST00000430897	ENSG00000230952	105034
ENST00000454489	ENSG00000231403	105035
ENST00000417473	ENSG00000224177	105036
ENST00000381525	ENSG00000169016	105041
ENST00000598929	ENSG00000269074	105053
ENST00000364740	ENSG00000201610	105054
ENST00000381486	ENSG00000196208	105055
ENST00000580105	ENSG00000264010	105057
ENST00000515909	ENSG00000251718	105062
ENST00000365378	ENSG00000202248	105063
ENST00000463397	ENSG00000239899	105064
ENST00000581704	ENSG00000265583	105066
ENST00000306928	ENSG00000169006	105069
ENST00000399740	ENSG00000230044	105070
ENST00000449576	ENSG00000134324	105071
ENST00000435175	ENSG00000228496	105073
ENST00000430048	ENSG00000203643	105074
ENST00000431500	ENSG00000230790	105081
ENST00000581352	ENSG00000265056	105085
ENST00000578394	ENSG00000265172	105095
ENST00000412294	ENSG00000224184	105099
ENST00000459604	ENSG00000238503	105101
ENST00000580089	ENSG00000264089	105103
ENST00000384454	ENSG00000207183	105105
ENST00000414086	ENSG00000223360	105106
ENST00000569860	ENSG00000261117	105107
ENST00000155926	ENSG00000071575	105108
ENST00000579927	ENSG00000264370	105112
ENST00000425974	ENSG00000225649	105113
ENST00000434509	ENSG00000229370	105117
ENST00000417751	ENSG00000230448	105118
ENST00000420828	ENSG00000227718	105119
ENST00000516050	ENSG00000251859	105121
ENST00000450715	ENSG00000228505	105122
ENST00000295092	ENSG00000162981	105124
ENST00000581929	ENSG00000265629	105127
ENST00000416173	ENSG00000235127	105129
ENST00000441750	ENSG00000151779	105130
ENST00000413892	ENSG00000229087	105139
ENST00000438178	ENSG00000234022	105141
ENST00000381341	ENSG00000079785	105142
ENST00000431117	ENSG00000224194	105148
ENST00000436967	ENSG00000231031	105150
ENST00000448379	ENSG00000237326	105152
ENST00000365290	ENSG00000202160	105153
ENST00000398740	ENSG00000214657	105154
ENST00000458916	ENSG00000238371	105156
ENST00000433810	ENSG00000223850	105157
ENST00000453400	ENSG00000233718	105158
ENST00000281043	ENSG00000134323	105163
ENST00000498686	ENSG00000243541	105164
ENST00000422415	ENSG00000226764	105165
ENST00000426539	ENSG00000236289	105166
ENST00000412381	ENSG00000236989	105168
ENST00000603389	ENSG00000271315	105170
ENST00000515895	ENSG00000251704	105171
ENST00000444804	ENSG00000226041	105172
ENST00000420404	ENSG00000228876	105173
ENST00000439745	ENSG00000231266	105174
ENST00000420130	ENSG00000232444	105175
ENST00000425176	ENSG00000224400	105176
ENST00000446357	ENSG00000237633	105178
ENST00000381323	ENSG00000197872	105180
ENST00000448650	ENSG00000223536	105187
ENST00000444710	ENSG00000224604	105188
ENST00000421181	ENSG00000237670	105189
ENST00000410910	ENSG00000222842	105190
ENST00000447321	ENSG00000214843	105191
ENST00000434820	ENSG00000236348	105192
ENST00000399080	ENSG00000214842	105193
ENST00000404666	ENSG00000163032	105194
ENST00000402989	ENSG00000163029	105204
ENST00000381254	ENSG00000178295	105210
ENST00000281047	ENSG00000151379	105216
ENST00000403915	ENSG00000170745	105217
ENST00000391153	ENSG00000212455	105222
ENST00000565944	ENSG00000260331	105223
ENST00000381249	ENSG00000240857	105224
ENST00000444297	ENSG00000250741	105227
ENST00000600945	ENSG00000185013	105228
ENST00000384441	ENSG00000207170	105233
ENST00000431697	ENSG00000224626	105237
ENST00000432142	ENSG00000236204	105239
ENST00000584244	ENSG00000266738	105242
ENST00000272223	ENSG00000143867	105243
ENST00000443897	ENSG00000234597	105247
ENST00000450628	ENSG00000237992	105248
ENST00000432822	ENSG00000235911	105249
ENST00000393907	ENSG00000213403	105250
ENST00000449086	ENSG00000228784	105252
ENST00000402414	ENSG00000183891	105255
ENST00000607190	ENSG00000271991	105259
ENST00000345530	ENSG00000118965	105261
ENST00000416575	ENSG00000227210	105267
ENST00000407540	ENSG00000132031	105268
ENST00000175091	ENSG00000068697	105271
ENST00000452342	ENSG00000223734	105273
ENST00000430429	ENSG00000234378	105274
ENST00000436164	ENSG00000213729	105275
ENST00000581321	ENSG00000266059	105276
ENST00000363893	ENSG00000200763	105277
ENST00000381150	ENSG00000115884	105279
ENST00000438989	ENSG00000235411	105284
ENST00000459273	ENSG00000238735	105285
ENST00000403432	ENSG00000055917	105290
ENST00000516407	ENSG00000252216	105298
ENST00000424028	ENSG00000232800	105299
ENST00000390869	ENSG00000212171	105300
ENST00000272233	ENSG00000143878	105301
ENST00000448241	ENSG00000228950	105302
ENST00000363959	ENSG00000200829	105303
ENST00000441870	ENSG00000227047	105304
ENST00000602736	ENSG00000269976	105306
ENST00000449391	ENSG00000231948	105307
ENST00000421295	ENSG00000233416	105309
ENST00000304031	ENSG00000118960	105310
ENST00000272224	ENSG00000143869	105315
ENST00000565841	ENSG00000260396	105316
ENST00000602445	ENSG00000270100	105317
ENST00000403006	ENSG00000118961	105318
ENST00000447260	ENSG00000236436	105329
ENST00000567376	ENSG00000261012	105330
ENST00000233242	ENSG00000084674	105331
ENST00000405799	ENSG00000218819	105333
ENST00000604334	ENSG00000271629	105334
ENST00000435237	ENSG00000233005	105335
ENST00000451476	ENSG00000231204	105337
ENST00000604593	ENSG00000270654	105338
ENST00000458359	ENSG00000235537	105341
ENST00000412424	ENSG00000228538	105343
ENST00000435682	ENSG00000229621	105344
ENST00000580765	ENSG00000264192	105345
ENST00000450551	ENSG00000231200	105346
ENST00000430520	ENSG00000228999	105347
ENST00000441585	ENSG00000223691	105348
ENST00000439809	ENSG00000234189	105349
ENST00000384155	ENSG00000206882	105350
ENST00000419013	ENSG00000234207	105351
ENST00000433429	ENSG00000233587	105352
ENST00000410684	ENSG00000222616	105353
ENST00000440785	ENSG00000232451	105356
ENST00000423706	ENSG00000223530	105357
ENST00000415245	ENSG00000233714	105358
ENST00000426527	ENSG00000223634	105359
ENST00000421563	ENSG00000235497	105360
ENST00000486442	ENSG00000119771	105362
ENST00000430988	ENSG00000224361	105363
ENST00000238789	ENSG00000119778	105367
ENST00000425684	ENSG00000224464	105376
ENST00000421721	ENSG00000238111	105377
